id,x,y,timezn_cd,m00,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,f00,f10,f15,f20,f25,f30,f35,f40,f45,f50,f55,f60,f65,f70,total,admi_cd,etl_ymd
86294127,456152,468543,9,0.81,2.24,2.03,3.66,6.31,2.44,5.49,8.14,9.15,12.61,17.7,12.41,9.15,16.88,0.61,1.42,3.25,3.25,4.27,3.05,4.07,7.12,12.0,11.59,10.58,13.02,12.81,13.43,209.49,47210610,20230804
85843146,454302,469143,20,2.05,1.03,3.08,2.74,1.71,4.45,3.77,3.43,5.48,4.8,3.77,3.08,2.74,1.37,2.74,2.74,2.74,3.77,5.48,2.4,5.83,9.94,6.17,7.54,1.37,2.74,1.71,1.71,100.38,47210630,20230806
85879686,454452,467793,20,1.21,2.75,3.4,3.44,4.19,3.07,3.03,5.59,5.68,5.82,4.51,3.63,1.86,3.44,1.21,3.54,2.0,2.79,3.82,2.93,3.07,5.07,6.05,6.52,4.56,3.44,2.14,3.16,101.92,47210620,20230829
86025996,455052,469893,13,0.33,1.08,2.59,2.33,4.34,3.92,3.0,4.5,6.09,7.76,7.34,7.17,5.34,6.75,0.83,1.17,2.33,2.42,3.09,2.33,2.92,4.0,4.75,7.0,5.67,5.42,4.42,5.67,114.56,47210550,20230810
86025996,455052,469893,19,0.66,2.47,5.93,4.04,3.54,3.21,2.88,4.53,5.69,7.58,7.66,5.69,5.27,9.57,0.41,1.9,2.88,2.39,2.23,2.23,3.21,4.12,4.29,7.01,5.69,7.33,7.09,7.33,126.83,47210550,20230815
86281939,456102,468593,11,1.42,1.63,4.28,4.89,7.13,5.5,2.44,7.13,10.8,13.04,16.3,10.59,11.41,14.67,1.01,1.43,3.46,4.07,5.09,2.44,3.67,6.52,13.04,11.41,10.59,13.04,11.61,13.44,212.05,47210610,20230826
86294126,456152,468493,7,0.62,1.44,1.23,1.44,4.94,3.5,3.5,5.76,4.73,13.58,15.02,9.05,7.61,14.19,0.42,0.0,1.85,2.06,3.09,3.5,2.88,3.5,6.99,8.02,6.79,7.82,4.94,10.9,149.37,47210610,20230808
86294127,456152,468543,9,1.02,0.81,3.05,1.83,5.29,4.68,3.05,2.85,6.51,14.44,15.46,12.0,9.36,14.85,0.61,0.41,3.66,3.66,4.27,3.25,3.05,4.68,8.34,10.17,9.76,11.8,12.61,17.28,188.75,47210610,20230820
86294127,456152,468543,21,0.61,1.83,6.51,4.88,7.53,7.32,1.83,8.75,10.78,13.02,19.73,15.66,13.22,20.53,1.02,2.44,5.9,4.88,4.27,4.07,4.07,4.68,13.22,14.44,12.41,14.85,12.0,23.59,254.04,47210610,20230822
86294129,456152,468643,6,0.84,0.84,4.2,2.8,3.08,6.45,3.36,4.2,5.89,11.77,12.89,9.53,8.97,11.49,0.28,0.84,2.8,1.68,3.92,1.68,1.12,3.36,3.36,7.01,10.09,10.09,7.57,12.89,153.0,47210610,20230815
